GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
25120,39,0.05,11,-,1,24,0.1,13,L-skew,2,-1,0
25121,4,0.5,0,L-skew,3,6,0.75,-31,R-skew,2,0,0
25122,23,0.1,-7,-,1,7,0.5,-16,-,1,0,0
25123,76,0.2,13,Symm,3,28,0.8,8,Symm,9,0,0
25124,-8,1,-8,-,1,-8,0.9,-9,-,1,0,0
25125,20,1,20,-,1,24,0.95,-3,-,1,0,0
25126,0,1,0,-,1,191,0.2,-37,Symm,7,0,1
25127,24,0.05,23,R-skew,5,23,1,23,-,1,0,0
25128,17,1,17,-,1,41,0.05,23,-,1,0,0
25129,0,0.9,-32,Symm,9,28,0.1,-4,-,1,0,0
25130,28,1,28,-,1,66,0.1,24,R-skew,3,0,1
25131,-8,1,-8,-,1,-3,0.6,-24,-,1,0,0
25132,68,0.1,8,R-skew,7,64,0.01,15,Symm,9,0,0
25133,47,0.05,-4,Symm,3,6,0.1,-8,-,1,0,0
25134,68,0.2,-2,Symm,5,86,0.4,-43,-,1,0,1
25135,30,1,30,-,1,40,0.6,24,-,1,0,0
25136,36,0.2,7,-,1,38,0.05,5,-,1,0,0
25137,-6,1,-6,-,1,-6,0.01,-7,Symm,5,0,0
25138,25,0.01,6,-,1,16,0.75,13,-,1,-1,1
25139,14,1,14,-,1,28,0.6,-6,-,1,0,0
25140,26,0.99,9,-,1,83,0.4,-6,L-skew,3,0,0
25141,2,1,2,-,1,20,0.1,8,-,1,0,0
25142,51,0.6,-46,Symm,3,33,0.6,-9,Symm,5,0,0
25143,35,0.01,24,-,1,24,1,24,L-skew,5,0,0
25144,17,1,17,-,1,26,0.75,-20,-,1,0,0
25145,-8,1,-8,-,1,23,0.4,-34,L-skew,4,0,0
25146,-3,1,-3,-,1,-10,0.05,-12,-,1,0,1
25147,0,1,0,-,1,5,0.75,-24,R-skew,6,0,0
25148,19,0.75,-45,L-skew,4,19,0.05,11,-,1,0,0
25149,28,0.4,-19,-,1,5,0.75,0,-,1,0,0
25150,-8,1,-8,-,1,-10,0.99,-21,-,1,0,1
25151,19,0.01,15,L-skew,2,76,0.2,10,-,1,0,0
25152,7,0.25,-1,-,1,-1,0.6,-4,Symm,9,0,0
25153,27,1,27,-,1,46,0.8,9,Symm,9,0,0
25154,-2,1,-2,-,1,-11,0.6,-14,-,1,0,0
25155,15,0.1,7,-,1,8,1,8,Symm,7,0,0
25156,16,1,16,L-skew,2,46,0.01,27,-,1,0,0
25157,23,0.6,11,R-skew,2,39,0.8,-50,R-skew,3,1,1
25158,6,1,6,-,1,8,0.75,-1,-,1,0,0
25159,15,1,15,-,1,182,0.2,-24,-,1,0,0
25160,-9,1,-9,-,1,6,0.4,-25,-,1,0,0
25161,27,1,27,-,1,36,0.05,31,L-skew,6,0,1
25162,8,0.9,2,-,1,7,0.5,-2,-,1,0,0
25163,45,0.05,-4,-,1,30,0.1,-10,-,1,0,0
25164,17,1,17,-,1,31,0.4,17,-,1,0,1
25165,39,0.01,26,-,1,28,0.8,25,L-skew,4,0,1
25166,14,0.75,3,-,1,59,0.1,4,L-skew,3,0,0
25167,26,0.05,-10,-,1,34,0.25,-25,Symm,7,0,0
25168,10,0.2,-8,R-skew,7,24,0.5,-31,L-skew,5,0,0
25169,87,0.2,7,-,1,69,0.25,6,Symm,9,0,0
25170,-8,1,-8,-,1,28,0.25,-29,-,1,0,0
25171,7,0.5,-27,Symm,5,-10,0.05,-17,L-skew,5,-1,0
25172,2,1,2,-,1,2,0.9,-4,Symm,5,0,0
25173,10,0.75,-18,Symm,5,40,0.01,-3,R-skew,3,1,0
25174,4,1,4,-,1,184,0.1,-6,-,1,0,0
25175,7,1,7,-,1,23,0.4,9,-,1,0,0
25176,26,0.95,7,-,1,35,0.5,0,-,1,0,0
25177,9,1,9,-,1,74,0.01,2,-,1,0,0
25178,76,0.1,8,-,1,15,0.8,9,-,1,0,0
25179,29,1,29,-,1,42,0.1,37,Symm,5,0,0
25180,20,1,20,Symm,7,73,0.01,24,-,1,0,0
25181,9,0.25,6,-,1,21,0.9,-33,Symm,7,0,0
25182,61,0.1,24,-,1,35,0.75,2,-,1,0,0
25183,52,0.5,4,-,1,29,0.99,-30,R-skew,5,1,0
25184,8,0.8,5,-,1,222,0.05,-11,Symm,5,-1,0
25185,-7,1,-7,-,1,-5,0.05,-10,-,1,0,0
25186,47,0.01,14,Symm,3,14,0.8,-12,L-skew,2,1,0
25187,79,0.5,-45,Symm,7,66,0.25,0,-,1,0,1
25188,-7,1,-7,-,1,34,0.25,-29,R-skew,3,0,0
25189,24,0.4,-23,R-skew,2,25,0.25,2,-,1,0,0
25190,23,1,23,-,1,71,0.1,13,-,1,0,0
25191,11,0.95,-24,-,1,17,0.99,16,Symm,3,0,0
25192,-2,1,-2,-,1,6,0.6,0,-,1,0,0
25193,24,1,24,-,1,39,0.2,32,R-skew,5,0,0
25194,6,0.05,0,R-skew,5,44,0.4,-18,-,1,0,0
25195,4,1,4,-,1,62,0.25,-30,Symm,5,0,0
25196,5,1,5,-,1,9,0.05,0,-,1,0,0
25197,14,0.1,8,-,1,54,0.5,-35,-,1,0,1
25198,39,0.6,-6,-,1,54,0.25,14,R-skew,2,-1,0
25199,20,1,20,-,1,22,0.99,-6,R-skew,3,0,1
25200,68,0.01,22,-,1,22,1,22,Symm,9,0,0
25201,13,0.6,-17,R-skew,5,43,0.4,-23,-,1,0,0
25202,30,0.6,23,-,1,129,0.2,7,L-skew,2,0,0
25203,23,0.01,14,Symm,3,163,0.05,8,-,1,0,0
25204,76,0.25,-12,-,1,1,0.75,-14,R-skew,5,0,0
25205,93,0.25,0,-,1,49,0.5,15,-,1,0,0
25206,61,0.6,-47,-,1,14,0.05,12,-,1,0,0
25207,28,1,28,-,1,100,0.25,7,R-skew,6,0,0
25208,58,0.6,-34,-,1,37,0.6,10,-,1,-1,0
25209,74,0.01,12,-,1,13,1,13,Symm,3,0,0
25210,1,1,1,-,1,20,0.25,0,-,1,0,1
25211,22,1,22,-,1,90,0.1,17,Symm,9,0,1
25212,7,0.9,5,-,1,116,0.2,-10,-,1,0,1
25213,14,0.05,-8,-,1,27,0.6,-47,Symm,3,0,0
25214,22,0.8,-4,L-skew,3,17,1,17,Symm,3,0,0
25215,-1,1,-1,-,1,28,0.6,-30,Symm,7,0,0
25216,1,0.01,-4,Symm,9,28,0.6,-27,Symm,3,-1,0
25217,14,1,14,-,1,62,0.4,-5,Symm,5,0,0
25218,19,1,19,-,1,29,0.01,25,-,1,0,0
25219,37,0.25,-12,-,1,0,0.9,-19,-,1,0,1
25220,14,1,14,-,1,32,0.5,3,Symm,9,0,1
25221,-6,1,-6,-,1,57,0.05,-3,-,1,0,0
25222,0,1,0,-,1,33,0.2,-10,Symm,7,0,1
25223,17,0.25,1,-,1,83,0.05,-1,-,1,0,0
25224,55,0.2,-25,-,1,78,0.01,-7,L-skew,2,0,0
25225,48,0.4,-40,Symm,3,-10,0.4,-11,Symm,9,0,0
25226,200,0.2,-20,-,1,31,0.95,-5,-,1,0,0
25227,21,0.95,-33,-,1,24,0.1,9,Symm,9,0,0
25228,13,1,13,-,1,73,0.01,20,-,1,0,1
25229,31,0.8,21,Symm,5,63,0.01,27,-,1,0,0
25230,-6,1,-6,-,1,26,0.2,-1,-,1,0,0
25231,28,1,28,-,1,29,0.05,27,-,1,0,0
25232,58,0.5,-50,-,1,10,0.75,-34,-,1,-1,0
25233,-10,1,-10,R-skew,2,47,0.5,-46,-,1,0,0
25234,30,0.2,15,L-skew,5,24,0.8,-9,R-skew,5,0,0
25235,29,0.5,-49,-,1,75,0.1,-19,-,1,0,1
25236,21,1,21,-,1,35,0.6,-10,R-skew,3,0,0
25237,-10,1,-10,-,1,28,0.1,-18,L-skew,3,0,0
25238,45,0.01,25,Symm,5,51,0.01,22,-,1,0,0
25239,-2,0.4,-10,-,1,149,0.1,-28,-,1,0,0
25240,-1,0.99,-34,R-skew,7,72,0.1,-8,Symm,9,0,0
25241,-7,1,-7,-,1,112,0.1,-22,-,1,0,0
25242,5,1,5,-,1,48,0.1,7,R-skew,5,0,0
25243,15,1,15,-,1,17,0.9,13,Symm,3,0,0
25244,13,0.99,-20,Symm,9,49,0.25,4,R-skew,2,0,0
25245,58,0.25,19,-,1,22,0.8,12,Symm,5,0,0
25246,52,0.05,-2,-,1,80,0.01,-2,Symm,9,0,0
25247,17,0.4,0,-,1,79,0.25,-29,R-skew,4,0,0
25248,22,1,22,-,1,94,0.25,4,L-skew,4,0,0
25249,-8,1,-8,L-skew,4,41,0.25,-28,-,1,0,0
25250,-9,1,-9,-,1,-3,0.4,-9,-,1,0,0
25251,14,1,14,-,1,68,0.4,-34,Symm,5,0,0
25252,14,0.1,-10,-,1,84,0.2,-24,-,1,0,1
25253,25,1,25,-,1,31,0.8,30,R-skew,5,0,1
25254,12,1,12,-,1,63,0.2,-6,-,1,0,0
25255,15,0.99,4,-,1,15,0.4,10,R-skew,7,0,0
25256,8,1,8,R-skew,4,19,0.4,0,-,1,0,0
25257,-1,1,-1,-,1,24,0.6,-24,-,1,0,0
25258,22,0.9,-38,L-skew,6,16,1,16,Symm,5,0,0
25259,40,0.25,-17,R-skew,2,-2,0.95,-26,L-skew,3,0,0
25260,18,1,18,-,1,33,0.75,-7,Symm,5,0,0
25261,32,0.75,-24,-,1,31,0.2,14,-,1,0,0
25262,25,0.6,-2,-,1,31,0.25,12,L-skew,3,0,1
25263,2,1,2,-,1,48,0.01,5,R-skew,5,0,1
25264,91,0.2,9,L-skew,6,37,0.9,-43,-,1,0,0
25265,72,0.1,4,R-skew,5,91,0.1,7,-,1,0,0
25266,26,1,26,-,1,57,0.4,1,Symm,7,0,0
25267,2,1,2,-,1,32,0.1,1,L-skew,4,0,0
25268,21,1,21,-,1,56,0.05,20,R-skew,5,0,1
25269,76,0.2,17,Symm,9,32,0.75,30,Symm,7,0,0
25270,89,0.2,-2,R-skew,4,13,0.75,9,R-skew,6,1,0
25271,31,0.9,21,-,1,60,0.05,41,Symm,7,0,0
25272,23,0.2,-5,Symm,5,75,0.2,-8,-,1,0,1
25273,33,0.2,18,Symm,3,78,0.2,3,-,1,0,0
25274,104,0.01,23,R-skew,6,32,0.75,-14,-,1,0,0
25275,6,1,6,-,1,19,0.8,-17,L-skew,5,0,0
25276,22,1,22,-,1,22,1,22,Symm,5,0,0
25277,27,1,27,-,1,58,0.2,19,R-skew,4,0,0
25278,8,1,8,-,1,165,0.25,-43,-,1,0,1
25279,22,1,22,-,1,22,0.99,10,-,1,0,0
25280,44,0.1,13,-,1,27,0.75,2,-,1,0,0
25281,10,0.8,-12,-,1,39,0.6,-41,Symm,9,0,0
25282,-9,0.95,-13,-,1,6,0.75,-25,-,1,0,1
25283,37,0.1,7,-,1,36,0.25,-1,-,1,0,1
25284,11,0.6,-26,L-skew,4,154,0.1,-14,-,1,1,1
25285,134,0.2,-26,Symm,7,29,0.4,-11,Symm,3,0,0
25286,21,1,21,-,1,14,0.75,8,L-skew,5,0,0
25287,5,1,5,-,1,13,0.9,-16,Symm,7,0,0
25288,22,0.4,-18,-,1,7,0.5,3,Symm,7,0,0
25289,4,1,4,-,1,169,0.1,-8,R-skew,6,0,0
25290,45,0.2,0,-,1,15,0.9,-20,Symm,3,0,0
25291,195,0.2,-45,Symm,5,2,0.75,-15,R-skew,3,0,0
25292,20,1,20,-,1,29,0.2,13,L-skew,2,0,0
25293,45,0.5,-9,-,1,29,0.75,-28,-,1,0,0
25294,-6,1,-6,-,1,29,0.5,-46,Symm,7,0,0
25295,2,0.9,-12,-,1,173,0.2,-27,L-skew,3,0,1
25296,74,0.2,-27,Symm,5,14,0.6,-24,Symm,5,0,0
25297,75,0.2,15,-,1,35,0.5,18,-,1,-1,1
25298,21,0.01,-9,-,1,2,0.05,-6,Symm,5,0,0
25299,20,0.05,-5,-,1,0,0.6,-7,L-skew,4,0,0
25300,22,0.2,8,-,1,72,0.25,3,Symm,7,0,0
25301,-6,1,-6,-,1,31,0.25,-23,-,1,0,1
25302,40,0.01,-2,Symm,5,30,0.6,-37,-,1,0,0
25303,6,0.75,-25,Symm,9,54,0.2,-14,Symm,3,0,0
25304,24,0.75,8,Symm,5,59,0.5,-7,Symm,9,1,0
25305,-10,1,-10,-,1,44,0.4,-46,-,1,0,0
25306,19,0.75,12,-,1,92,0.01,19,-,1,0,0
25307,26,0.01,26,-,1,37,0.05,35,Symm,7,0,1
25308,116,0.25,-8,Symm,5,51,0.8,-43,-,1,0,0
25309,-6,1,-6,-,1,4,0.5,1,-,1,0,0
25310,26,1,26,-,1,88,0.1,20,L-skew,6,0,0
25311,22,0.01,12,-,1,16,0.9,11,-,1,0,1
25312,11,1,11,-,1,30,0.8,-39,R-skew,2,0,0
25313,-1,1,-1,-,1,50,0.1,-12,Symm,9,0,1
25314,26,1,26,-,1,108,0.4,-33,Symm,7,0,0
25315,86,0.4,-39,-,1,11,1,11,-,1,0,0
25316,27,0.4,-33,-,1,4,0.25,-11,-,1,0,1
25317,79,0.25,-21,-,1,7,0.95,3,-,1,0,0
25318,22,1,22,-,1,23,0.1,22,-,1,0,0
25319,-5,1,-5,-,1,-16,0.6,-19,Symm,3,0,0
25320,29,1,29,-,1,62,0.5,-10,R-skew,3,0,1
25321,68,0.2,7,-,1,57,0.5,-11,-,1,0,0
25322,13,0.75,-2,-,1,34,0.25,10,-,1,0,0
25323,44,0.5,0,L-skew,5,45,0.5,9,Symm,7,1,0
25324,-10,1,-10,-,1,17,0.25,-9,-,1,0,0
25325,86,0.1,-4,-,1,20,0.2,2,L-skew,6,1,0
25326,16,1,16,-,1,19,0.99,9,-,1,0,0
25327,89,0.1,-11,-,1,62,0.2,-20,-,1,0,0
25328,2,1,2,-,1,4,0.9,-10,-,1,0,0
25329,23,1,23,Symm,5,44,0.25,29,-,1,0,0
25330,55,0.1,2,-,1,21,0.4,10,-,1,0,0
25331,9,1,9,-,1,86,0.2,-1,Symm,9,0,1
25332,44,0.05,15,-,1,64,0.1,9,-,1,0,0
25333,-4,1,-4,-,1,45,0.2,-16,-,1,0,1
25334,17,1,17,-,1,67,0.2,5,-,1,0,1
25335,2,1,2,-,1,14,0.99,9,-,1,0,0
25336,28,1,28,-,1,121,0.25,17,R-skew,2,0,1
25337,-9,1,-9,-,1,75,0.01,-12,-,1,0,0
25338,27,0.4,10,-,1,69,0.05,19,-,1,-1,0
25339,140,0.2,-45,-,1,32,0.2,-32,-,1,0,0
25340,6,1,6,-,1,55,0.01,9,L-skew,6,0,0
25341,67,0.5,-15,Symm,9,25,0.01,22,-,1,1,0
25342,23,1,23,-,1,64,0.2,11,-,1,0,0
25343,6,1,6,-,1,18,0.1,8,-,1,0,0
25344,5,1,5,-,1,5,1,5,Symm,5,0,1
25345,74,0.5,-46,R-skew,4,31,0.2,23,-,1,0,0
25346,54,0.05,26,-,1,31,0.99,15,R-skew,4,-1,0
25347,44,0.2,9,L-skew,6,9,0.01,7,-,1,-1,1
25348,11,1,11,-,1,117,0.05,-7,Symm,3,0,0
25349,76,0.1,-11,R-skew,7,44,0.4,-22,-,1,-1,0
25350,73,0.05,2,-,1,4,0.75,-8,-,1,1,1
25351,16,1,16,-,1,73,0.4,-29,Symm,9,0,0
25352,2,0.6,2,-,1,71,0.2,-7,-,1,0,1
25353,2,1,2,-,1,15,0.5,14,-,1,0,0
25354,12,1,12,-,1,33,0.4,6,L-skew,3,0,0
25355,22,1,22,-,1,51,0.2,10,R-skew,7,0,0
25356,48,0.2,20,-,1,61,0.2,18,-,1,-1,0
25357,10,0.75,-18,-,1,38,0.5,-30,-,1,0,0
25358,30,0.4,-27,Symm,5,51,0.05,-9,-,1,-1,0
25359,19,1,19,-,1,86,0.4,-22,Symm,9,0,0
25360,17,1,17,-,1,22,0.95,-9,Symm,9,0,0
25361,-7,1,-7,-,1,7,0.6,-1,-,1,0,0
25362,26,1,26,-,1,40,0.4,24,Symm,9,0,1
25363,24,1,24,-,1,44,0.05,27,-,1,0,0
25364,-5,1,-5,-,1,-5,1,-5,Symm,9,0,0
25365,33,0.75,-18,-,1,30,0.25,14,Symm,5,0,0
25366,29,1,29,-,1,33,0.8,0,Symm,5,0,0
25367,8,0.6,6,R-skew,3,16,0.6,0,R-skew,5,1,0
25368,-4,1,-4,-,1,47,0.01,1,-,1,0,0
25369,28,0.4,-15,-,1,1,0.99,-13,-,1,0,0
25370,-1,1,-1,-,1,34,0.2,-7,Symm,9,0,0
25371,10,0.8,-24,-,1,39,0.5,-27,Symm,5,0,0
25372,22,1,22,-,1,44,0.1,23,Symm,7,0,0
25373,26,1,26,-,1,81,0.6,-49,L-skew,3,0,0
25374,43,0.4,6,Symm,9,42,0.5,-4,R-skew,5,0,0
25375,11,1,11,-,1,32,0.1,4,-,1,0,0
25376,3,1,3,-,1,36,0.5,-36,Symm,7,0,1
25377,68,0.2,-3,-,1,98,0.25,-17,R-skew,6,0,0
25378,55,0.1,-6,R-skew,5,1,0.5,0,-,1,0,1
25379,25,1,25,-,1,56,0.05,26,-,1,0,0
25380,55,0.01,-11,-,1,-14,0.75,-17,-,1,0,1
25381,231,0.1,1,Symm,3,25,0.2,21,-,1,0,0
25382,9,1,9,-,1,31,0.4,-10,L-skew,2,0,0
25383,185,0.25,-31,-,1,67,0.5,-26,-,1,-1,0
25384,-3,0.8,-4,-,1,206,0.05,-17,Symm,9,0,1
25385,2,1,2,-,1,25,0.4,-30,Symm,9,0,0
25386,71,0.01,23,Symm,7,63,0.1,16,-,1,0,0
25387,88,0.1,-8,-,1,-3,0.9,-23,-,1,0,0
25388,6,0.9,-10,-,1,18,0.75,-24,-,1,0,0
25389,54,0.6,-41,-,1,16,1,16,-,1,0,0
25390,17,1,17,-,1,147,0.25,-24,-,1,0,1
25391,39,0.1,27,R-skew,7,31,0.95,-30,Symm,5,0,0
25392,39,0.2,28,R-skew,2,108,0.1,29,Symm,5,0,0
25393,12,0.25,-12,R-skew,2,1,0.8,-45,Symm,3,0,0
25394,13,0.99,-27,-,1,17,0.6,17,R-skew,4,0,1
25395,86,0.1,5,-,1,17,0.1,9,-,1,0,0
25396,1,0.99,-4,-,1,0,0.8,-2,-,1,0,0
25397,27,0.5,-17,-,1,66,0.2,0,R-skew,7,0,0
25398,12,1,12,-,1,15,0.1,13,-,1,0,0
25399,63,0.01,-2,-,1,28,0.25,-12,Symm,3,1,0
25400,13,1,13,-,1,6,0.95,-22,-,1,0,0
25401,23,1,23,-,1,83,0.1,17,Symm,7,0,0
25402,17,1,17,-,1,117,0.2,-7,Symm,7,0,0
25403,30,0.2,3,L-skew,5,25,0.01,9,-,1,-1,0
25404,1,1,1,-,1,76,0.4,-30,-,1,0,0
25405,82,0.2,16,-,1,37,0.95,6,-,1,0,1
25406,18,1,18,-,1,41,0.5,-7,Symm,3,0,1
25407,-7,1,-7,-,1,19,0.5,-26,-,1,0,0
25408,-5,1,-5,-,1,1,0.6,-6,R-skew,3,0,0
25409,8,1,8,-,1,4,0.9,-18,-,1,0,1
25410,-4,1,-4,-,1,57,0.25,-23,-,1,0,0
25411,18,1,18,-,1,39,0.4,19,-,1,0,0
25412,27,1,27,Symm,7,30,0.6,23,Symm,9,0,0
25413,124,0.25,-16,-,1,19,1,19,Symm,5,0,0
25414,17,1,17,-,1,12,0.2,2,Symm,9,0,0
25415,48,0.4,1,-,1,29,0.8,-47,R-skew,4,0,0
25416,86,0.25,-39,-,1,-8,1,-8,-,1,0,0
25417,-5,1,-5,-,1,12,0.6,-12,-,1,0,0
25418,30,0.5,26,-,1,24,0.8,22,R-skew,4,1,1
25419,19,1,19,-,1,27,0.1,22,Symm,7,0,1
25420,27,1,27,-,1,129,0.2,-1,-,1,0,1
25421,83,0.05,12,-,1,35,0.25,-3,Symm,7,1,0
25422,36,0.05,-3,R-skew,6,16,0.6,1,L-skew,5,0,0
25423,16,1,16,-,1,48,0.5,-16,Symm,5,0,0
25424,17,0.75,14,-,1,17,0.05,15,L-skew,2,0,1
25425,14,1,14,-,1,65,0.2,10,R-skew,4,0,0
25426,30,0.2,9,Symm,5,20,0.75,-11,Symm,7,1,0
25427,4,0.8,-8,Symm,3,57,0.05,4,-,1,0,0
25428,-7,1,-7,-,1,-7,1,-7,R-skew,6,0,0
25429,28,0.25,-5,Symm,9,11,0.6,-4,-,1,1,0
25430,37,0.25,28,-,1,26,0.9,25,L-skew,4,0,1
25431,12,1,12,-,1,13,0.5,1,-,1,0,0
25432,16,0.8,-43,-,1,70,0.25,-17,L-skew,4,0,0
25433,19,0.2,-9,Symm,9,-3,1,-3,Symm,9,0,0
25434,23,0.6,-34,-,1,2,0.6,-2,-,1,0,0
25435,29,0.8,-5,-,1,25,0.9,-6,L-skew,2,0,0
25436,23,0.99,19,-,1,22,0.95,-32,L-skew,3,0,0
25437,16,0.05,-3,-,1,46,0.05,-9,R-skew,6,0,1
25438,47,0.05,1,Symm,7,25,0.6,-19,-,1,0,0
25439,51,0.6,-21,-,1,22,1,22,-,1,0,0
25440,21,0.5,-23,-,1,-1,1,-1,Symm,5,0,0
25441,29,1,29,-,1,36,0.1,20,L-skew,5,0,1
25442,13,1,13,-,1,14,0.05,10,-,1,0,0
25443,-1,1,-1,-,1,11,0.1,-10,Symm,7,0,0
25444,16,0.95,-2,-,1,19,0.99,-13,R-skew,6,0,1
25445,6,1,6,-,1,29,0.75,-25,-,1,0,0
25446,-1,1,-1,-,1,55,0.5,-42,-,1,0,0
25447,105,0.2,-5,-,1,61,0.1,11,Symm,7,0,1
25448,19,1,19,-,1,23,0.9,3,Symm,5,0,0
25449,-7,1,-7,-,1,5,0.01,1,-,1,0,0
25450,-1,1,-1,-,1,26,0.25,-6,-,1,0,0
25451,19,1,19,-,1,31,0.6,12,-,1,0,0
25452,11,1,11,-,1,17,0.99,-3,-,1,0,0
25453,-2,1,-2,-,1,31,0.2,-16,-,1,0,0
25454,11,0.5,-3,-,1,54,0.1,4,Symm,3,-1,0
25455,17,0.6,-8,-,1,55,0.1,1,-,1,1,0
25456,1,0.8,-23,-,1,47,0.4,-29,-,1,0,0
25457,116,0.01,4,R-skew,5,12,0.75,-14,-,1,1,0
25458,56,0.1,15,-,1,12,0.8,-19,-,1,0,0
25459,14,1,14,-,1,48,0.25,-2,-,1,0,0
25460,-8,1,-8,-,1,72,0.1,-19,Symm,3,0,0
25461,8,0.75,-1,-,1,58,0.05,1,L-skew,4,0,0
25462,27,0.5,21,Symm,9,52,0.2,16,-,1,-1,0
25463,41,0.05,-12,-,1,15,0.2,-21,-,1,0,0
25464,13,1,13,-,1,13,0.6,2,L-skew,6,0,0
25465,-5,0.4,-10,-,1,68,0.01,-8,-,1,0,1
25466,10,0.9,-20,-,1,42,0.1,10,-,1,0,1
25467,27,1,27,-,1,46,0.6,-4,-,1,0,1
25468,4,1,4,L-skew,4,40,0.4,-10,R-skew,7,0,0
25469,24,1,24,-,1,36,0.01,20,R-skew,6,0,1
25470,-2,1,-2,L-skew,2,-2,1,-2,-,1,0,0
25471,20,1,20,-,1,70,0.2,19,Symm,9,0,0
25472,22,1,22,-,1,44,0.4,-12,-,1,0,0
25473,9,0.95,5,-,1,89,0.01,13,L-skew,4,0,0
25474,15,1,15,-,1,17,0.9,16,-,1,0,1
25475,4,1,4,-,1,21,0.1,-2,-,1,0,1
25476,45,0.1,18,-,1,53,0.1,14,-,1,0,0
25477,13,0.25,-12,Symm,3,1,0.9,-28,R-skew,5,-1,0
25478,24,0.2,-11,-,1,60,0.05,-5,-,1,1,0
25479,16,1,16,-,1,72,0.5,-30,L-skew,5,0,0
25480,22,1,22,-,1,70,0.5,-7,-,1,0,0
25481,-10,1,-10,-,1,75,0.25,-33,-,1,0,1
25482,29,1,29,-,1,35,0.95,0,Symm,7,0,1
25483,74,0.6,-38,-,1,35,0.25,13,-,1,-1,1
25484,1,0.4,-4,-,1,251,0.1,-27,Symm,7,1,0
25485,3,0.5,-5,-,1,-1,1,-1,-,1,0,0
25486,94,0.1,13,R-skew,5,62,0.1,17,Symm,3,0,0
25487,29,1,29,-,1,35,0.2,19,Symm,7,0,0
25488,81,0.25,-23,L-skew,6,-3,0.6,-15,-,1,0,0
25489,18,1,18,-,1,18,0.4,13,-,1,0,0
25490,-10,1,-10,-,1,52,0.1,-18,-,1,0,0
25491,15,1,15,-,1,77,0.2,-8,-,1,0,0
25492,15,1,15,-,1,21,0.8,-11,Symm,9,0,0
25493,17,0.4,15,-,1,67,0.4,-18,-,1,0,0
25494,40,0.25,16,L-skew,2,78,0.5,-31,-,1,1,0
25495,29,0.25,-3,-,1,48,0.25,-2,R-skew,6,0,0
25496,21,1,21,-,1,18,0.9,11,R-skew,2,0,0
25497,75,0.5,-23,L-skew,3,133,0.2,-12,-,1,-1,1
25498,23,1,23,-,1,228,0.2,-31,R-skew,5,0,0
25499,27,0.4,2,Symm,3,12,1,12,Symm,5,0,0
25500,25,1,25,-,1,25,0.95,16,L-skew,3,0,0
25501,12,0.99,3,L-skew,6,9,0.05,9,L-skew,3,0,0
25502,14,1,14,-,1,86,0.01,12,L-skew,2,0,0
25503,-2,1,-2,-,1,24,0.2,-13,-,1,0,0
25504,67,0.05,-7,-,1,-1,0.9,-37,-,1,0,1
25505,-9,1,-9,-,1,5,0.6,-1,-,1,0,1
25506,6,1,6,L-skew,5,11,0.1,6,Symm,9,0,1
25507,11,1,11,-,1,65,0.05,17,-,1,0,0
25508,3,0.4,-19,-,1,78,0.01,-7,-,1,0,0
25509,20,0.75,1,-,1,65,0.1,17,R-skew,3,0,1
25510,24,0.75,-8,-,1,151,0.2,-12,-,1,0,0
25511,-2,1,-2,-,1,67,0.2,-23,-,1,0,0
25512,-6,1,-6,-,1,14,0.6,-17,Symm,7,0,0
25513,20,1,20,-,1,72,0.5,-18,-,1,0,0
25514,16,1,16,-,1,57,0.25,2,-,1,0,0
25515,5,1,5,-,1,150,0.1,-2,-,1,0,0
25516,11,0.9,-21,-,1,17,0.75,-29,Symm,7,1,0
25517,5,1,5,-,1,10,0.99,-17,-,1,0,1
25518,8,0.9,-5,-,1,54,0.05,10,-,1,1,0
25519,-1,1,-1,-,1,62,0.05,-5,-,1,0,0
25520,18,0.9,15,L-skew,2,18,1,18,Symm,7,0,1
25521,21,1,21,-,1,26,0.4,13,-,1,0,1
25522,28,0.99,6,-,1,45,0.4,14,R-skew,5,0,1
25523,-1,1,-1,-,1,37,0.1,-5,-,1,0,0
25524,29,1,29,-,1,28,0.99,22,-,1,0,1
25525,10,1,10,-,1,10,1,10,L-skew,4,0,0
25526,5,0.8,0,-,1,29,0.2,-7,-,1,0,0
25527,32,0.5,-4,-,1,31,0.8,-23,-,1,-1,0
25528,42,0.1,16,-,1,26,0.4,7,R-skew,3,0,0
25529,14,0.4,-1,-,1,5,1,5,-,1,0,0
25530,13,0.4,-19,-,1,-2,0.99,-13,-,1,0,0
25531,16,1,16,-,1,16,0.4,11,Symm,3,0,1
25532,14,0.8,-6,-,1,56,0.6,-48,Symm,7,0,0
25533,6,0.6,-19,-,1,2,0.25,-13,-,1,0,0
25534,30,1,30,-,1,37,0.75,15,Symm,7,0,1
25535,10,1,10,-,1,15,0.6,-4,L-skew,4,0,0
25536,0,0.95,-12,R-skew,3,46,0.25,-19,-,1,0,0
25537,33,0.75,-19,-,1,27,0.8,-15,-,1,0,1
25538,21,1,21,-,1,181,0.01,11,-,1,0,1
25539,37,0.9,-37,-,1,153,0.2,4,-,1,1,1
25540,-8,1,-8,-,1,3,0.8,-3,R-skew,6,0,0
25541,54,0.01,0,R-skew,4,71,0.05,-4,L-skew,4,0,0
25542,1,1,1,-,1,69,0.2,-21,-,1,0,1
25543,26,1,26,-,1,69,0.5,-18,-,1,0,0
